
time	REAL(psi[n])	IMAG(psi[n])	averx	deltax	averp	deltap	avg_state_energy	norm(psi)
5.4666666666666665e-03	2.3645255760732870e-314	1.9631275851119614e-01	3.0080917555434251e+01	5.9999871051613223e+00	8.3855420381520318e-01	4.5058110602503559e-02	1.9631275851119612e-01	1.0000000000000020e+00
5.5333333333333337e-03	2.3645255760732870e-314	1.9631275851119612e-01	3.0082891015159529e+01	5.9999871837525687e+00	8.3855420400387892e-01	4.5058110533937143e-02	1.9631275851119628e-01	1.0000000000000022e+00
5.5999999999999999e-03	2.3645255760732870e-314	1.9631275851119628e-01	3.0084888251493606e+01	5.9999872651947221e+00	8.3855420419427373e-01	4.5058110478587522e-02	1.9631275851119656e-01	1.0000000000000029e+00
5.6666666666666671e-03	2.3645255760732870e-314	1.9631275851119656e-01	3.0086909264435985e+01	5.9999873495562213e+00	8.3855420438645356e-01	4.5058110435745057e-02	1.9631275851119662e-01	1.0000000000000029e+00
5.7333333333333333e-03	2.3645255760732870e-314	1.9631275851119662e-01	3.0088954053986100e+01	5.9999874369062800e+00	8.3855420458048735e-01	4.5058110404664412e-02	1.9631275851119681e-01	1.0000000000000033e+00
5.8000000000000005e-03	2.3645255760732870e-314	1.9631275851119681e-01	3.0091022620143455e+01	5.9999875273149739e+00	8.3855420477645248e-01	4.5058110384440062e-02	1.9631275851119678e-01	1.0000000000000036e+00
5.8666666666666667e-03	2.3645255760732870e-314	1.9631275851119678e-01	3.0093114962907542e+01	5.9999876208531608e+00	8.3855420497443001e-01	4.5058110374134458e-02	1.9631275851119698e-01	1.0000000000000038e+00
5.9333333333333339e-03	2.3645255760732870e-314	1.9631275851119698e-01	3.0095231082277763e+01	5.9999877175925338e+00	8.3855420517450729e-01	4.5058110372672086e-02	1.9631275851119712e-01	1.0000000000000044e+00
6.0000000000000001e-03	2.3645255760732870e-314	1.9631275851119712e-01	3.0097370978253579e+01	5.9999878176056027e+00	8.3855420537677705e-01	4.5058110378896100e-02	1.9631275851119726e-01	1.0000000000000049e+00
6.0666666666666673e-03	2.3645255760732870e-314	1.9631275851119726e-01	3.0099534650834467e+01	5.9999879209656894e+00	8.3855420558133742e-01	4.5058110391568353e-02	1.9631275851119778e-01	1.0000000000000056e+00
6.1333333333333335e-03	2.3645255760732870e-314	1.9631275851119778e-01	3.0101722100019831e+01	5.9999880277469364e+00	8.3855420578829265e-01	4.5058110409304082e-02	1.9631275851119812e-01	1.0000000000000064e+00
6.2000000000000006e-03	2.3645255760732870e-314	1.9631275851119812e-01	3.0103933325809134e+01	5.9999881380242925e+00	8.3855420599775043e-01	4.5058110430685278e-02	1.9631275851119837e-01	1.0000000000000071e+00
6.2666666666666669e-03	2.3645255760732870e-314	1.9631275851119837e-01	3.0106168328201793e+01	5.9999882518735470e+00	8.3855420620982746e-01	4.5058110454114036e-02	1.9631275851119878e-01	1.0000000000000082e+00
6.3333333333333340e-03	2.3645255760732870e-314	1.9631275851119878e-01	3.0108427107197237e+01	5.9999883693712954e+00	8.3855420642464040e-01	4.5058110477973985e-02	1.9631275851119875e-01	1.0000000000000080e+00
6.4000000000000003e-03	2.3645255760732870e-314	1.9631275851119875e-01	3.0110709662794871e+01	5.9999884905949417e+00	8.3855420664231306e-01	4.5058110500519409e-02	1.9631275851119911e-01	1.0000000000000089e+00
6.4666666666666666e-03	2.3645255760732870e-314	1.9631275851119911e-01	3.0113015994994115e+01	5.9999886156227271e+00	8.3855420686297655e-01	4.5058110519851799e-02	1.9631275851119917e-01	1.0000000000000089e+00
6.5333333333333337e-03	2.3645255760732870e-314	1.9631275851119917e-01	3.0115346103794359e+01	5.9999887445336935e+00	8.3855420708676154e-01	4.5058110534071431e-02	1.9631275851119906e-01	1.0000000000000089e+00
6.6000000000000000e-03	2.3645255760732870e-314	1.9631275851119906e-01	3.0117699989195007e+01	5.9999888774077199e+00	8.3855420731380492e-01	4.5058110541127037e-02	1.9631275851119898e-01	1.0000000000000089e+00
